106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
98,90,82,90,90,98,82,90,98,82,90,98,90,98,98,82,98,90,82,98,90,90,98,90,90,90,98,98,90,90,98,98,82,82,90,82,90,82,90,90,82,90,98,98,98,98,90,82,98,90,98,82,98,98,98,73,75,98,82,98
98,82,82,90,98,98,98,82,82,98,98,90,98,90,90,82,90,98,98,82,90,82,90,90,90,90,98,98,82,98,98,98,90,82,82,90,82,90,90,82,98,98,98,98,233,75,90,82,98,90,82,82,233,74,75,273,274,98,82,98
90,98,82,90,98,98,98,98,90,82,98,90,90,90,98,98,90,90,82,98,82,90,90,98,82,82,82,98,90,98,82,90,90,98,90,90,82,98,98,90,82,98,82,98,193,196,74,75,90,90,98,73,116,195,235,98,90,98,90,82
98,90,90,90,90,90,98,98,179,178,98,90,90,82,90,90,82,98,90,82,163,125,162,98,98,90,98,98,179,141,178,90,82,90,98,82,98,90,82,98,98,90,82,82,90,193,194,115,75,233,74,116,114,115,74,75,98,90,233,75
98,90,90,98,82,82,90,98,99,100,82,98,98,82,82,98,82,98,82,163,203,-1,241,162,98,90,98,179,258,16,177,178,98,90,90,98,90,98,90,82,82,90,82,90,90,82,193,194,115,116,114,114,114,114,195,235,233,74,234,235
82,98,82,90,90,98,90,98,179,141,141,141,178,82,90,82,179,178,163,203,-1,-1,-1,161,162,98,82,99,59,16,217,100,90,82,82,90,82,90,90,90,82,90,98,82,90,90,82,193,157,157,194,114,114,114,115,74,116,195,274,82
82,98,90,179,178,98,90,179,219,16,16,16,257,141,178,98,102,97,86,-1,-1,-1,-1,-1,241,162,98,82,99,58,100,98,82,98,90,90,98,98,82,98,98,90,82,82,98,90,98,90,82,233,116,114,114,195,157,157,157,235,90,98
82,82,179,180,100,179,141,258,16,16,16,16,16,16,97,90,99,100,83,43,-1,-1,-1,41,42,84,90,98,82,98,90,82,82,98,82,98,90,82,82,82,82,82,98,90,90,98,82,82,73,116,114,195,194,118,82,90,82,98,90,90
98,98,99,100,98,102,16,16,16,16,16,16,16,16,257,178,98,98,98,83,43,41,42,84,82,90,179,141,178,82,82,98,82,90,98,82,82,98,163,125,125,162,98,98,82,90,98,98,113,195,157,274,273,196,75,90,82,82,98,82
90,98,98,82,179,219,16,16,16,16,16,16,16,16,16,97,98,98,90,82,83,84,90,98,90,179,258,16,257,178,90,98,98,90,90,90,90,163,203,-1,-1,241,162,98,82,98,90,73,116,118,98,82,98,113,115,75,90,90,82,90
82,98,90,179,258,16,16,16,16,16,16,16,16,16,16,257,178,90,98,90,179,178,82,98,90,102,16,16,16,97,82,90,90,82,82,90,163,242,-1,-1,-1,-1,241,162,82,82,82,193,194,118,90,98,90,193,194,115,75,98,82,90
82,82,98,99,59,16,16,16,16,16,16,16,16,16,16,16,97,82,98,179,219,177,178,90,82,99,59,16,217,100,98,98,82,90,98,98,86,-1,-1,-1,-1,-1,-1,161,162,98,82,73,116,118,90,82,82,82,273,194,115,75,82,82
